DOI,Link
"10.1145/3293882.3330574","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070611592&doi=10.1145%2f3293882.3330574&partnerID=40&md5=bb0c3322a89055c5b6692c4b6bf9dd2c"
"10.1145/3293882.3330559","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070592762&doi=10.1145%2f3293882.3330559&partnerID=40&md5=99855a76c7b9e734d48fd3654032caaa"
"10.3390/ijms20133326","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069327058&doi=10.3390%2fijms20133326&partnerID=40&md5=b5ec36648d0de405962a6804a871400b"
"10.1109/CIBCB.2019.8791494","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071455318&doi=10.1109%2fCIBCB.2019.8791494&partnerID=40&md5=395488dfcf6fe7aef7da28f9863fa463"
"10.1128/mSystems.00163-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067409615&doi=10.1128%2fmSystems.00163-19&partnerID=40&md5=d6772fd3c1dc48d218d86fbac4e5b880"
"10.1007/s11219-018-9425-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056363062&doi=10.1007%2fs11219-018-9425-7&partnerID=40&md5=db2d1be27a8375ab38ae76689e7fb40e"
"10.1007/s11219-019-9440-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060779853&doi=10.1007%2fs11219-019-9440-3&partnerID=40&md5=7ed5f0b4cc9e3f1395f9622ef119e428"
"10.1093/bioinformatics/bty924","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068402179&doi=10.1093%2fbioinformatics%2fbty924&partnerID=40&md5=8b4d0e9866022ce3b61b71c072b183ee"
"10.1109/TSE.2018.2791521","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041176093&doi=10.1109%2fTSE.2018.2791521&partnerID=40&md5=2455a90a9de502285e1be319b57b76ff"
"10.1109/AITest.2019.00019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067133278&doi=10.1109%2fAITest.2019.00019&partnerID=40&md5=760c27d8833978ee26725fd34a517bc0"
"10.1109/RIVF.2019.8713650","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066612291&doi=10.1109%2fRIVF.2019.8713650&partnerID=40&md5=0be4f61dec6d9ecad004a3f91ad9d978"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066603637&partnerID=40&md5=ef1073f33cead6bc971a09b975bff653"
"10.13328/j.cnki.jos.005723","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071585288&doi=10.13328%2fj.cnki.jos.005723&partnerID=40&md5=4128ff960693287eb397979183d5911a"
"10.1109/TSE.2017.2786286","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040086250&doi=10.1109%2fTSE.2017.2786286&partnerID=40&md5=40aed3c54e20bffa551a69f2e119c0cc"
"10.1109/MET.2019.00014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071457646&doi=10.1109%2fMET.2019.00014&partnerID=40&md5=4784fe4d8282bf81192c4af33ecba81a"
"10.1109/ICSE-Companion.2019.00130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071886480&doi=10.1109%2fICSE-Companion.2019.00130&partnerID=40&md5=dc03ec300c5fc8c78e2942ea9dfc866c"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067854332&partnerID=40&md5=32074f63b026f06733caa8ea240ac42f"
"10.1016/j.eswa.2018.12.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059074386&doi=10.1016%2fj.eswa.2018.12.019&partnerID=40&md5=adccea85557937ec5c06d99675e8f020"
"10.1109/AICAI.2019.8701251","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065612050&doi=10.1109%2fAICAI.2019.8701251&partnerID=40&md5=5735078d7bae65b85b318596a702ef6f"
"10.1145/3319008.3319021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064727770&doi=10.1145%2f3319008.3319021&partnerID=40&md5=3f852bd09c35faa5126a697e7edb514d"
"10.1109/ICSTW.2019.00036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068424939&doi=10.1109%2fICSTW.2019.00036&partnerID=40&md5=d15e3a767451b610edd158025ebe3fc6"
"10.1002/spe.2629","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052381628&doi=10.1002%2fspe.2629&partnerID=40&md5=c14bb524a94422bdb438872a46cedfed"
"10.1109/ICST.2019.00021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067933235&doi=10.1109%2fICST.2019.00021&partnerID=40&md5=80a7a5938e18baee954e7d55bcbfecdd"
"10.7544/issn1000-1239.2019.20180037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067620371&doi=10.7544%2fissn1000-1239.2019.20180037&partnerID=40&md5=5d088b08764f14a9a4504e14c4edec69"
"10.1109/ICST.2019.00025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067997104&doi=10.1109%2fICST.2019.00025&partnerID=40&md5=3498fb2220e99e2e7f0b95608b4c0f09"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067952667&partnerID=40&md5=d1437aa5815a51c44c598b433e251aca"
"10.1109/ICSTW.2019.00039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068370420&doi=10.1109%2fICSTW.2019.00039&partnerID=40&md5=96562f1f9b357418dd4a4e4939a3e590"
"10.1109/ICSTW.2019.00037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068399377&doi=10.1109%2fICSTW.2019.00037&partnerID=40&md5=ccf455af21d4fc31611cbfcf9fbc07bc"
"10.1109/ICSTW.2019.00038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068395304&doi=10.1109%2fICSTW.2019.00038&partnerID=40&md5=4ef006a6743cb5e2117a87062b5e04b9"
"10.1109/ICSTW.2019.00035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068362680&doi=10.1109%2fICSTW.2019.00035&partnerID=40&md5=69819c3347bfa1aeff51a7e71cf03c7b"
"10.1109/VTS.2019.8758641","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069199714&doi=10.1109%2fVTS.2019.8758641&partnerID=40&md5=6ae9271afcbdac0e1d59021336c10de3"
"10.1145/3326172.3326176","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069151801&doi=10.1145%2f3326172.3326176&partnerID=40&md5=e82867b81e4bf76886061da6f4bc4e32"
"10.1109/SANER.2019.8668040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064157714&doi=10.1109%2fSANER.2019.8668040&partnerID=40&md5=02a8b06c8be6d411d5046455be6ec9e6"
"10.1109/IBCAST.2019.8667222","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064140355&doi=10.1109%2fIBCAST.2019.8667222&partnerID=40&md5=3dda50d228c53c3b1c74c6b31a4debe4"
"10.1109/FIE.2018.8658688","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063495090&doi=10.1109%2fFIE.2018.8658688&partnerID=40&md5=7aad288d22b347d063edbb25868e27a5"
"10.1186/s12859-019-2701-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062363725&doi=10.1186%2fs12859-019-2701-0&partnerID=40&md5=98aec46aabf029abf10ff0abbcc16ad6"
"10.1145/3287324.3287471","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064411003&doi=10.1145%2f3287324.3287471&partnerID=40&md5=33110c1f64b9b5939f8a5d142298217e"
"10.1109/CONISOFT.2018.8645883","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063129865&doi=10.1109%2fCONISOFT.2018.8645883&partnerID=40&md5=c92fbb8efef6166ea97b725626539b40"
"10.1145/3299771.3299781","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062331395&doi=10.1145%2f3299771.3299781&partnerID=40&md5=e6a2c5acf6ea41842272fee2a6d68053"
"10.1109/KBEI.2019.8735019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068330463&doi=10.1109%2fKBEI.2019.8735019&partnerID=40&md5=77a880c2700e0891f2ede1bb28a83fb7"
"10.1016/j.eswa.2018.09.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053335230&doi=10.1016%2fj.eswa.2018.09.003&partnerID=40&md5=2190e81695c12b54918d8bd2b03bde0f"
"10.1109/BigData.2018.8622248","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062634173&doi=10.1109%2fBigData.2018.8622248&partnerID=40&md5=a47b021ed56e92f35103c78ac56e3eb0"
"10.1109/FIT.2018.00013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062402173&doi=10.1109%2fFIT.2018.00013&partnerID=40&md5=ecbb17486b820a904330457be1a394da"
"10.1109/SMC.2018.00457","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062208450&doi=10.1109%2fSMC.2018.00457&partnerID=40&md5=562ca5d79a6d61575c552ce134b7576e"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062407464&partnerID=40&md5=5338f0df8287098c9861407ecf4c8ab2"
"10.1007/978-3-319-91446-6_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048038216&doi=10.1007%2f978-3-319-91446-6_5&partnerID=40&md5=72da942360e13606cbf57f87f054ee9c"
"10.1504/IJAIP.2019.098563","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063724410&doi=10.1504%2fIJAIP.2019.098563&partnerID=40&md5=0b22d15155d4f56bc8356ce6add66037"
"10.1016/j.jksuci.2019.05.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065907126&doi=10.1016%2fj.jksuci.2019.05.004&partnerID=40&md5=97ab9f55b12058eff4c195de93c37aa6"
"10.11897/SP.J.1016.2019.00044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064521690&doi=10.11897%2fSP.J.1016.2019.00044&partnerID=40&md5=357a62346e27f32fbe52ddb05322d606"
"10.1016/bs.adcom.2018.03.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044463066&doi=10.1016%2fbs.adcom.2018.03.015&partnerID=40&md5=18ca0a7364b9541617c859c07ecb66ee"
"10.1007/978-981-13-0224-4_11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050376628&doi=10.1007%2f978-981-13-0224-4_11&partnerID=40&md5=385c023dcf609efb48bd13ffe26cee0d"
"10.1007/978-3-030-22868-2_58","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069488387&doi=10.1007%2f978-3-030-22868-2_58&partnerID=40&md5=82dfef55505ea2169b06467e558d918e"
"10.1007/978-3-030-16202-3_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064037544&doi=10.1007%2f978-3-030-16202-3_3&partnerID=40&md5=a9ebd6226d5a7642b5e7bc9136aa6b3e"
"10.1007/978-981-13-1595-4_68","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056266458&doi=10.1007%2f978-981-13-1595-4_68&partnerID=40&md5=1af00ef0bbfe208aa1abecb12abbefb7"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070527479&partnerID=40&md5=3d4dc24af319fba246471aaa6f308eb3"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065764383&partnerID=40&md5=d111ea43109ea24012f17bba019bd8f3"
"10.1007/978-3-030-24305-0_39","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068602195&doi=10.1007%2f978-3-030-24305-0_39&partnerID=40&md5=030ac1554531c69709cb29749c550597"
"10.1007/978-981-10-8944-2_144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053235324&doi=10.1007%2f978-981-10-8944-2_144&partnerID=40&md5=376a751355491b2b5eb5fdb9810e00ef"
"10.1007/978-3-030-29157-0_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071673364&doi=10.1007%2f978-3-030-29157-0_1&partnerID=40&md5=0b26f930a295a563197737a0da868a51"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067513628&partnerID=40&md5=3966ebf5fc2b6f265f10f7d4fd896196"
"10.1007/978-3-319-99996-8_31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053267097&doi=10.1007%2f978-3-319-99996-8_31&partnerID=40&md5=1d809bdab7e1cc03b737aa56500a7337"
"10.1007/978-3-030-10801-4_33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062322203&doi=10.1007%2f978-3-030-10801-4_33&partnerID=40&md5=0fd6c2a43cf9ed71388bf04ec228b189"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071073507&partnerID=40&md5=469632cad31840972b99749e54c5dc92"
"10.1145/3297280.3297499","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065654274&doi=10.1145%2f3297280.3297499&partnerID=40&md5=c3c24ea1b6a7984d0b710ce371e08f99"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064053353&partnerID=40&md5=acc8c329f31e39b36e194d661ff1fb9c"
"10.1007/978-3-030-20521-8_63","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067487997&doi=10.1007%2f978-3-030-20521-8_63&partnerID=40&md5=9ea6c4ab19d9ec7f5478120e4be73400"
"10.1007/978-981-10-8848-3_44","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049075258&doi=10.1007%2f978-981-10-8848-3_44&partnerID=40&md5=2e04668f18c84ceab6b9a108729e1c86"
"10.1007/978-981-10-8848-3_33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049078659&doi=10.1007%2f978-981-10-8848-3_33&partnerID=40&md5=515259bb806ab55dc8a4c0f05685ada0"
"10.1142/S0218126620500498","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066434543&doi=10.1142%2fS0218126620500498&partnerID=40&md5=f030c84958b856c6a331d077b7767525"
"10.1109/ACCESS.2019.2933044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071171849&doi=10.1109%2fACCESS.2019.2933044&partnerID=40&md5=81dcae5d55f9ad013538fab90b8b9cdf"
"10.1007/978-3-030-28423-7_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070688381&doi=10.1007%2f978-3-030-28423-7_9&partnerID=40&md5=6b7857f6b71885d458770899fc9eceb7"
"10.1007/978-3-030-20521-8_61","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067486586&doi=10.1007%2f978-3-030-20521-8_61&partnerID=40&md5=25371d9347e5e2ac24138ec1b05102e9"
"10.1145/3297280.3297512","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065640662&doi=10.1145%2f3297280.3297512&partnerID=40&md5=38d5113d971504b7a22ae756497faf18"
"10.1109/ACCESS.2018.2883776","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057867789&doi=10.1109%2fACCESS.2018.2883776&partnerID=40&md5=4ac920cbc0106d289daa4f51efc9ce32"
"10.1007/978-3-030-20652-9_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066833980&doi=10.1007%2f978-3-030-20652-9_1&partnerID=40&md5=bd5f369921ee099632e67eb06fd03657"
"10.1007/978-3-030-16722-6_19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064955181&doi=10.1007%2f978-3-030-16722-6_19&partnerID=40&md5=bb4849065d86531ba859c7439b6f8656"
"10.1145/3289256","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061178400&doi=10.1145%2f3289256&partnerID=40&md5=22e3d39b519939cd49a294df9be0524d"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059086084&partnerID=40&md5=e9d39846b954a51c47fe769bb17e0806"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050390588&partnerID=40&md5=b5f85716fd10bb8d6c6b1a23b97cb498"
"10.1109/TSE.2019.2926971","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068576865&doi=10.1109%2fTSE.2019.2926971&partnerID=40&md5=fa2f79bb296d5ca7529524582f053feb"
"10.1093/bioinformatics/bty520","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055337053&doi=10.1093%2fbioinformatics%2fbty520&partnerID=40&md5=817cbdf3b71ce57f345fb7ec21f77b18"
"10.1109/ACCESS.2019.2895504","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061696384&doi=10.1109%2fACCESS.2019.2895504&partnerID=40&md5=7c0f2992d28d3721a23a84f568a1d379"
"10.1007/978-3-030-17938-0_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065832666&doi=10.1007%2f978-3-030-17938-0_15&partnerID=40&md5=fdc2861fe8b20f5e630020921a6332a5"
"10.1007/978-3-030-19432-1_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065801538&doi=10.1007%2f978-3-030-19432-1_8&partnerID=40&md5=094645385b67f667cc6525da95b9c601"
"10.1016/j.csbj.2019.03.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063095432&doi=10.1016%2fj.csbj.2019.03.004&partnerID=40&md5=bb30c5c8c5ff9454e4df386eb933c086"
"10.3390/ijms20010023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058916074&doi=10.3390%2fijms20010023&partnerID=40&md5=03aaccf924dace7b84e2fe0e357792f3"
"10.1080/08927022.2018.1513647","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053825308&doi=10.1080%2f08927022.2018.1513647&partnerID=40&md5=3e3f8b879908dac64eb867902f346571"
